"Alumno","Indicador 22"
"181.0206.018","3.27"
"191.0405.032","3.51"
"211.1106.030","1.71"
"191.1405.091","3.1"
"171.1205.022","2.82"
"161.1304.179","3.12"
"191.0706.027","2.55"
"211.1306.043","1.57"
"181.1505.071","3.43"
"211.1505.031","1.29"
"161.1905.902","2.67"
"141.2502.114","1.83"
"201.3402.008","2.53"
"181.0306.032","2.95"
"191.0606.021","3.28"
"151.0605.695","2.7"
"141.1104.159","3.17"
"211.0706.036","1.49"
"112.1803.514","2.5"
"181.2806.046","2.79"
"171.3402.038","3.51"
"211.1306.003","1.85"
"191.0706.031","1.92"
"171.1006.043","3.94"
"082.1604.476","3.15"
"181.0906.029","2.91"
"181.1306.073","3.37"
"211.0105.013","1.33"
"181.0706.057","2.85"
"201.3402.018","2.63"
"191.0105.032","2.73"
"201.1405.028","2.65"
"151.0204.756","2.63"
"211.0706.060","1.71"
"181.1906.049","2.99"
"171.3503.019","3.58"
"171.3503.033","2.9"
"101.1604.451","2.86"
"151.0103.188","2.95"
"151.0704.823","2.59"
"161.0802.831","2.71"
"191.0906.075","2.33"
"191.1306.067","3.8"
"211.1606.087","1.85"
"211.3503.014","3.48"
